# LSST Y10 lens curves; original Fisher._makeLensPZ convention
# Reference: https://arxiv.org/abs/2507.01374 Figure 3
# Source: fisherA2Z/data/nzdist.txt, dneff column
# Original 40-point parent integration; dense Gaussian evaluation and normalization
# Raw n_i(z), NOT unit-integral PDFs and NOT galaxies/arcmin^2/z
# Z_MID	BIN1	BIN2	BIN3	BIN4	BIN5	BIN6	BIN7	BIN8	BIN9	BIN10
5.570000000000e-01	8.692916922957e-15	1.221249178245e-05	3.204766418636e-01	6.486453285559e+00	1.072429245066e+00	6.549060166677e-03	3.708143740170e-06	6.916152105022e-10	3.952613670314e-14	1.430766094316e-18
5.580000000000e-01	6.985537082635e-15	1.076127711375e-05	3.027776531910e-01	6.463993289737e+00	1.113688687241e+00	7.022805788734e-03	4.077529280663e-06	7.756647272322e-10	4.502309764252e-14	1.649759231351e-18
5.590000000000e-01	5.609514101343e-15	9.476731415973e-06	2.859049954128e-01	6.438632628603e+00	1.156063588167e+00	7.528089425317e-03	4.482255646488e-06	8.696743196870e-10	5.127097196562e-14	1.901814275612e-18
5.600000000000e-01	4.501340376835e-15	8.340432197067e-06	2.698299521805e-01	6.410406088782e+00	1.199561151033e+00	8.066800437339e-03	4.925554903210e-06	9.747928755012e-10	5.837043168663e-14	2.191852108117e-18
5.610000000000e-01	3.609521495886e-15	7.335906150065e-06	2.545241859141e-01	6.379352279332e+00	1.244187451494e+00	8.640926077478e-03	5.410939927892e-06	1.092298012504e-09	6.643538183174e-14	2.525515279853e-18
5.620000000000e-01	2.892334908755e-15	6.448433178476e-06	2.399597746881e-01	6.345513543751e+00	1.289947385151e+00	9.252555509272e-03	5.942227395810e-06	1.223610055402e-09	7.559466403757e-14	2.909272233190e-18
5.630000000000e-01	2.316000743202e-15	5.664868953174e-06	2.261092459697e-01	6.308935863774e+00	1.336844615521e+00	9.903883921672e-03	6.523562519209e-06	1.370307478547e-09	8.599397468517e-14	3.350536335359e-18
5.640000000000e-01	1.853190127504e-15	4.973484378222e-06	2.129456072815e-01	6.269668755267e+00	1.384881522639e+00	1.059721673657e-02	7.159445660222e-06	1.534143962832e-09	9.779802395999e-14	3.857801794119e-18
5.650000000000e-01	1.481809687791e-15	4.363820471242e-06	2.004423738717e-01	6.227765156556e+00	1.434059152448e+00	1.133497390641e-02	7.854760947611e-06	1.717067229069e-09	1.111929653941e-13	4.440798810079e-18
5.660000000000e-01	1.184011852864e-15	3.826557283364e-06	1.885735934792e-01	6.183281309533e+00	1.484377167129e+00	1.211969429854e-02	8.614807034934e-06	1.921239825831e-09	1.263891289820e-13	5.110670642730e-18
5.670000000000e-01	9.453896396383e-16	3.353395595069e-06	1.773138682853e-01	6.136276633924e+00	1.535833796536e+00	1.295404016249e-02	9.445330146060e-06	2.149062066864e-09	1.436240949101e-13	5.880175633305e-18
5.680000000000e-01	7.543220371622e-16	2.936950227648e-06	1.666383741515e-01	6.086813595100e+00	1.588425790879e+00	1.384080167597e-02	1.035255956273e-05	2.403197331740e-09	1.631661493423e-13	6.763917642706e-18
5.690000000000e-01	6.014422332167e-16	2.570653906083e-06	1.565228772440e-01	6.034957565853e+00	1.642148374836e+00	1.478290156467e-02	1.134324571803e-05	2.686599963818e-09	1.853181686235e-13	7.778608833498e-18
5.700000000000e-01	4.792059642198e-16	2.248670698247e-06	1.469437481489e-01	5.980776682555e+00	1.696995203247e+00	1.578339979067e-02	1.242470106922e-05	3.002546021692e-09	2.104219837405e-13	8.943369258576e-18
5.710000000000e-01	3.815414068576e-16	1.965818137876e-06	1.378779735876e-01	5.924341696159e+00	1.752958318556e+00	1.684549830356e-02	1.360484393358e-05	3.354667164503e-09	2.388632829953e-13	1.028006832389e-17
5.720000000000e-01	3.035654262006e-16	1.717497215117e-06	1.293031658409e-01	5.865725818470e+00	1.810028110172e+00	1.797254584784e-02	1.489224548127e-05	3.746987977789e-09	2.710771176592e-13	1.181371387776e-17
5.730000000000e-01	2.413537805727e-16	1.499629489043e-06	1.211975699929e-01	5.805004564185e+00	1.868193275895e+00	1.916804281963e-02	1.629618009043e-05	4.183967075225e-09	3.075540829659e-13	1.357289545537e-17
5.740000000000e-01	1.917551661150e-16	1.308600641649e-06	1.135400691075e-01	5.742255589150e+00	1.927440785605e+00	2.043564616503e-02	1.782667928116e-05	4.670542342830e-09	3.488472552632e-13	1.559028908588e-17
5.750000000000e-01	1.522408530443e-16	1.141209852890e-06	1.063101874504e-01	5.677558525340e+00	1.987755847343e+00	2.177917431200e-02	1.949458945705e-05	5.212180726146e-09	3.955799755562e-13	1.790323206434e-17
5.760000000000e-01	1.207831947593e-16	9.946244316453e-07	9.948809186793e-02	5.610994813033e+00	2.049121875964e+00	2.320261212679e-02	2.131163369549e-05	5.814932997882e-09	4.484545801657e-13	2.055437721661e-17
5.770000000000e-01	9.575754096883e-17	8.663391883007e-07	9.305459143657e-02	5.542647530686e+00	2.111520464522e+00	2.471011588549e-02	2.329047784116e-05	6.485493983656e-09	5.082621908867e-13	2.359243745916e-17
5.780000000000e-01	7.586310703620e-17	7.541400814212e-07	8.699113549278e-02	5.472601222996e+00	2.174931358534e+00	2.630601825054e-02	2.544480117045e-05	7.231268767146e-09	5.758936900208e-13	2.707303289687e-17
5.790000000000e-01	6.005918501356e-17	6.560717138211e-07	8.127981015430e-02	5.400941727651e+00	2.239332433286e+00	2.799483324117e-02	2.778937190905e-05	8.060445443407e-09	6.523520200872e-13	3.105965433090e-17
5.800000000000e-01	4.751376135478e-17	5.704082926752e-07	7.590333344036e-02	5.327756001258e+00	2.304699674318e+00	2.978126118653e-02	3.034012789933e-05	8.982075040606e-09	7.387659640740e-13	3.562475889132e-17
5.810000000000e-01	3.756215995937e-17	4.956277042968e-07	7.084504909736e-02	5.253131944940e+00	2.371007161251e+00	3.167019364892e-02	3.311426272966e-05	1.000615928639e-08	8.364055799314e-13	4.085101559049e-17
5.820000000000e-01	2.967377996010e-17	4.303883871330e-07	6.608891923384e-02	5.177158230095e+00	2.438227055068e+00	3.366671830438e-02	3.613031765350e-05	1.114374695574e-08	9.466994828307e-13	4.683272094597e-17
5.830000000000e-01	2.342536434802e-17	3.735087166153e-07	6.161951586591e-02	5.099924124772e+00	2.506329589011e+00	3.577612376691e-02	3.940827964250e-05	1.240703960306e-08	1.071254190735e-12	5.367740747858e-17
5.840000000000e-01	1.847953357152e-17	3.239486429585e-07	5.742201147190e-02	5.021519321166e+00	2.575283063195e+00	3.800390434188e-02	4.296968593490e-05	1.380950755258e-08	1.211875773281e-12	6.150767089188e-17
5.850000000000e-01	1.456756030312e-17	2.807933480421e-07	5.348216865139e-02	4.942033764659e+00	2.645053843078e+00	4.035576469353e-02	4.683773545796e-05	1.536601709843e-08	1.370594071094e-12	7.046324512698e-17
5.860000000000e-01	1.147555799540e-17	2.432387103134e-07	4.978632898086e-02	4.861557484881e+00	2.715606361883e+00	4.283762441069e-02	5.103740752133e-05	1.709296994976e-08	1.549689782819e-12	8.070335830981e-17
5.870000000000e-01	9.033415118864e-18	2.105783874041e-07	4.632140115496e-02	4.780180429201e+00	2.786903127084e+00	4.545562245417e-02	5.559558819698e-05	1.900845604670e-08	1.751724750501e-12	9.240940692224e-17
5.880000000000e-01	7.105936013078e-18	1.821923450157e-07	4.307484849842e-02	4.697992299093e+00	2.858904731046e+00	4.821612146850e-02	6.054120482035e-05	2.113242097149e-08	1.979575811059e-12	1.057879903947e-16
5.890000000000e-01	5.585753742659e-18	1.575366777623e-07	4.003467593048e-02	4.615082389754e+00	2.931569865904e+00	5.112571194002e-02	6.590536906749e-05	2.348684928514e-08	2.236472622632e-12	1.210743538055e-16
5.900000000000e-01	4.387664844982e-18	1.361345831968e-07	3.718941645963e-02	4.531539433383e+00	3.004855342761e+00	5.419121618259e-02	7.172152908298e-05	2.609596523506e-08	2.526039920127e-12	1.385362925610e-16
5.910000000000e-01	3.444104147078e-18	1.175683643337e-07	3.452811728300e-02	4.447451446475e+00	3.078716115255e+00	5.741969213160e-02	7.802563115450e-05	2.898645240312e-08	2.852344704715e-12	1.584785799007e-16
5.920000000000e-01	2.701532978796e-18	1.014723487339e-07	3.204032556066e-02	4.362905581485e+00	3.153105307563e+00	6.081843692606e-02	8.485629145117e-05	3.218769399832e-08	3.219948927885e-12	1.812479859335e-16
5.930000000000e-01	2.117558610489e-18	8.752662375187e-08	2.971607393139e-02	4.277987983189e+00	3.227974246877e+00	6.439499025821e-02	9.225497836469e-05	3.573203564252e-08	3.633968292522e-12	2.072389657599e-16
5.940000000000e-01	1.658638623533e-18	7.545149796822e-08	2.754586583279e-02	4.192783650053e+00	3.303272500377e+00	6.815713746916e-02	1.002662060146e-04	3.965507265501e-08	4.100137861918e-12	2.369001042043e-16
5.950000000000e-01	1.298252827685e-18	6.500260824351e-08	2.552066068445e-02	4.107376300880e+00	3.378947916725e+00	7.211291236868e-02	1.089377395021e-04	4.399596401007e-08	4.624885243360e-12	2.707414159042e-16
5.960000000000e-01	1.015448607746e-18	5.596660031529e-08	2.363185898953e-02	4.021848247032e+00	3.454946672085e+00	7.627059975661e-02	1.183208125189e-04	4.879777532428e-08	5.215412196730e-12	3.093426121366e-16
5.970000000000e-01	7.936842974442e-19	4.815731850902e-08	2.187128740600e-02	3.936280270424e+00	3.531213320651e+00	8.063873762273e-02	1.284703579433e-04	5.410785342655e-08	5.879785611173e-12	3.533624599739e-16
5.980000000000e-01	6.199102198105e-19	4.141244701903e-08	2.023118383548e-02	3.850751507543e+00	3.607690849674e+00	8.522611900158e-02	1.394452520768e-04	5.997823527592e-08	6.627038895293e-12	4.035493753526e-16
5.990000000000e-01	4.838391121656e-19	3.559055140803e-08	1.870418257377e-02	3.765339339668e+00	3.684320738943e+00	9.004179345821e-02	1.513085732018e-04	6.646609422014e-08	7.467284939488e-12	4.607534096213e-16
6.000000000000e-01	3.773673458612e-19	3.056847453837e-08	1.728329956372e-02	3.680119289458e+00	3.761043024678e+00	9.509506818033e-02	1.641278751622e-04	7.363422683382e-08	8.411841934016e-12	5.259398093499e-16
6.010000000000e-01	2.941161216029e-19	2.623904614390e-08	1.596191778789e-02	3.595164924067e+00	3.837796367763e+00	1.003955086521e-01	1.779754766963e-04	8.155158383930e-08	9.473373464427e-12	6.002043519093e-16
6.020000000000e-01	2.290680463941e-19	2.250906973170e-08	1.473377283476e-02	3.510547764891e+00	3.914518126259e+00	1.059529388842e-01	1.929287672741e-04	9.029384889806e-08	1.066604445836e-11	6.847906848637e-16
6.030000000000e-01	1.782794812943e-19	1.929755451848e-08	1.359293866943e-02	3.426337204059e+00	3.991144432084e+00	1.117774411754e-01	2.090705302166e-04	9.994406936621e-08	1.200569472583e-11	7.811099259045e-16
6.040000000000e-01	1.386530349063e-19	1.653416370106e-08	1.253381363656e-02	3.342600427728e+00	4.067610271783e+00	1.178793553789e-01	2.264892839003e-04	1.105933434367e-07	1.351003202077e-11	8.907628122714e-16
6.050000000000e-01	1.077577629046e-19	1.415785357593e-08	1.155110672013e-02	3.259402346240e+00	4.143849571238e+00	1.242692776493e-01	2.452796418734e-04	1.223415684443e-07	1.519884675589e-11	1.015564724773e-15
6.060000000000e-01	8.368717767454e-20	1.211568089697e-08	1.063982408220e-02	3.176805531174e+00	4.219795284217e+00	1.309580586426e-01	2.655426927362e-04	1.352982554881e-07	1.709425072891e-11	1.157573952119e-15
6.070000000000e-01	6.494720186358e-20	1.036175842602e-08	9.795255899699e-03	3.094870159274e+00	4.295379484595e+00	1.379568011446e-01	2.873864006613e-04	1.495834159351e-07	1.922094246626e-11	1.319123606842e-15
6.080000000000e-01	5.036781795926e-20	8.856340920759e-09	9.012963516153e-03	3.013653963266e+00	4.370533462095e+00	1.452768571027e-01	3.109260274546e-04	1.653285258043e-07	2.160650206480e-11	1.502857655167e-15
6.090000000000e-01	3.903345524654e-20	7.565025844357e-09	8.288766922398e-03	2.933212189502e+00	4.445187821386e+00	1.529298240328e-01	3.362845770804e-04	1.826775744990e-07	2.428171871327e-11	1.711771580535e-15
6.100000000000e-01	3.022818178079e-20	6.458054899035e-09	7.618732578395e-03	2.853597562373e+00	4.519272584332e+00	1.609275407798e-01	3.635932635979e-04	2.017882048598e-07	2.728095440757e-11	1.949258264728e-15
6.110000000000e-01	2.339258531431e-20	5.509704102223e-09	6.999161585864e-03	2.774860255427e+00	4.592717295216e+00	1.692820826033e-01	3.929920034780e-04	2.228329520464e-07	3.064254773941e-11	2.219159742571e-15
6.120000000000e-01	1.808987588796e-20	4.697751561773e-09	6.426578219550e-03	2.697047869069e+00	4.665451128724e+00	1.780057555668e-01	4.246299332916e-04	2.460005893339e-07	3.440926204019e-11	2.525825566904e-15
6.130000000000e-01	1.397925801708e-20	4.003013383406e-09	5.897718822970e-03	2.620205414747e+00	4.737403000456e+00	1.871110902040e-01	4.586659537811e-04	2.714975895279e-07	3.862878260407e-11	2.874178610940e-15
6.140000000000e-01	1.079502923226e-20	3.408939276849e-09	5.409521072757e-03	2.544375305469e+00	4.808501679752e+00	1.966108344409e-01	4.952693013452e-04	2.995497113605e-07	4.335426820106e-11	3.269789236377e-15
6.150000000000e-01	8.330185892094e-21	2.901260431984e-09	4.959113614065e-03	2.469597352519e+00	4.878675904576e+00	2.065179457505e-01	5.346201479885e-04	3.304037209373e-07	4.864496262516e-11	3.718958869017e-15
6.160000000000e-01	6.423574001117e-21	2.467683126602e-09	4.543806067981e-03	2.395908768185e+00	4.947854498217e+00	2.168455825168e-01	5.769102308005e-04	3.643292590598e-07	5.456687261053e-11	4.228814150531e-15
6.170000000000e-01	4.949826069924e-21	2.097622315545e-09	4.161079410493e-03	2.323344174330e+00	5.015966487536e+00	2.276070945902e-01	6.223435120478e-04	4.016208660543e-07	6.119351909354e-11	4.807412977048e-15
6.180000000000e-01	3.811485870013e-21	1.781970148071e-09	3.808576721291e-03	2.251935616613e+00	5.082941222501e+00	2.388160130121e-01	6.711368709750e-04	4.426001765991e-07	6.860676950770e-11	5.463863894047e-15
6.190000000000e-01	2.932850041893e-21	1.512894976362e-09	3.484094299508e-03	2.181712584137e+00	5.148708496724e+00	2.504860388910e-01	7.235208284221e-04	4.876182979623e-07	7.689775957583e-11	6.208460494757e-15
6.200000000000e-01	2.255155898694e-21	1.283666962097e-09	3.185573142449e-03	2.112702034328e+00	5.213198668724e+00	2.626310314131e-01	7.797403053776e-04	5.370583860414e-07	8.616791391783e-11	7.052832667843e-15
6.210000000000e-01	1.732823984387e-21	1.088506867955e-09	2.911090782418e-03	2.044928422793e+00	5.276342783623e+00	2.752649949711e-01	8.400554165918e-04	5.913384346440e-07	9.653007572850e-11	8.010116762221e-15
6.220000000000e-01	1.330526409837e-21	9.224550440354e-10	2.658853475879e-03	1.978413737942e+00	5.338072694979e+00	2.884020653965e-01	9.047423003832e-04	6.509142945617e-07	1.081097568067e-10	9.095146984919e-15
6.230000000000e-01	1.020901205392e-21	7.812579918556e-10	2.427188738460e-03	1.913177540110e+00	5.398321186469e+00	3.020564952838e-01	9.740939857705e-04	7.162829401769e-07	1.210465203427e-10	1.032467062504e-14
6.240000000000e-01	7.827716751823e-22	6.612702165989e-10	2.214538218625e-03	1.849237004945e+00	5.457022093098e+00	3.162426383940e-01	1.048421298065e-03	7.879860026072e-07	1.354955101046e-10	1.171759000643e-14
6.250000000000e-01	5.997602186628e-22	5.593693667080e-10	2.019450902267e-03	1.786606970793e+00	5.514110421657e+00	3.309749331299e-01	1.128053804053e-03	8.666135897370e-07	1.516291410140e-10	1.329523441719e-14
6.260000000000e-01	4.592100439852e-22	4.728829133700e-10	1.840576639978e-03	1.725299989816e+00	5.569522470106e+00	3.462678850741e-01	1.213340797894e-03	9.528084149162e-07	1.696389675845e-10	1.508166564991e-14
6.270000000000e-01	3.513470158512e-22	3.995248449398e-10	1.676659988337e-03	1.665326382601e+00	5.623195945582e+00	3.621360485869e-01	1.304652328848e-03	1.047270257628e-06	1.897377483118e-10	1.710402121689e-14
6.280000000000e-01	2.686286492459e-22	3.373410465395e-10	1.526534356204e-03	1.606694295959e+00	5.675070080730e+00	3.785940074592e-01	1.402380271930e-03	1.150760781043e-06	2.121617258810e-10	1.939289978478e-14
6.290000000000e-01	2.052388420698e-22	2.846622061644e-10	1.389116446717e-03	1.549409763679e+00	5.725085748052e+00	3.956563546210e-01	1.506939442578e-03	1.264108733095e-06	2.371731449940e-10	2.198279390841e-14
6.300000000000e-01	1.566960148867e-22	2.400632384698e-10	1.263400985498e-03	1.493476769951e+00	5.773185571969e+00	4.133376709072e-01	1.618768756394e-03	1.388215559534e-06	2.650630317404e-10	2.491257574081e-14
6.310000000000e-01	1.195494316456e-22	2.023283485442e-10	1.148455725381e-03	1.438897315193e+00	5.819314038309e+00	4.316525028844e-01	1.738332434988e-03	1.524061459346e-06	2.961542607553e-10	2.822604206137e-14
6.320000000000e-01	9.114403440630e-23	1.704209726439e-10	1.043416717890e-03	1.385671484021e+00	5.863417600925e+00	4.506153397473e-01	1.866121258932e-03	1.672711914970e-06	3.308049389405e-10	3.197252570611e-14
6.330000000000e-01	6.943847098536e-23	1.434579330443e-10	9.474838416222e-04	1.333797515100e+00	5.905444785147e+00	4.702405892921e-01	2.002653868792e-03	1.835324731944e-06	3.694121372923e-10	3.620758130932e-14
6.340000000000e-01	5.286438917986e-23	1.206872316328e-10	8.599165776923e-04	1.283271872613e+00	5.945346287807e+00	4.905425529825e-01	2.148478115153e-03	2.013157624855e-06	4.124160054054e-10	4.099375418611e-14
6.350000000000e-01	4.021772092635e-23	1.014689831649e-10	7.800300224064e-04	1.234089319095e+00	5.983075073552e+00	5.115354001206e-01	2.304172458522e-03	2.207576388968e-06	4.603043065188e-10	4.640144220914e-14
6.360000000000e-01	3.057474630957e-23	8.525905561149e-11	7.071911274085e-04	1.186242989382e+00	6.018586467182e+00	5.332331411442e-01	2.470347419937e-03	2.420063699442e-06	5.136174145737e-10	5.250986167255e-14
6.370000000000e-01	2.322733783186e-23	7.159504295142e-11	6.408151576373e-04	1.139724465443e+00	6.051838241768e+00	5.556496000697e-01	2.647647083034e-03	2.652228582762e-06	5.729538186826e-10	5.940812940452e-14
6.380000000000e-01	1.763303945912e-23	6.008424617035e-11	5.803623575584e-04	1.094523851832e+00	6.082790702299e+00	5.787983861067e-01	2.836750648281e-03	2.905816607937e-06	6.389761846916e-10	6.719647480022e-14
6.390000000000e-01	1.337661077834e-23	5.039338206655e-11	5.253348162918e-04	1.050629851559e+00	6.111406764630e+00	6.026928644720e-01	3.038374040006e-03	3.182720847992e-06	7.124180281918e-10	7.598759701595e-14
6.400000000000e-01	1.014042529690e-23	4.223977755270e-11	4.752735224315e-04	1.008029842138e+00	6.137652029504e+00	6.273461264338e-01	3.253271566761e-03	3.484993665549e-06	7.940910584256e-10	8.590818430931e-14
6.410000000000e-01	7.681701337066e-24	3.538384021493e-11	4.297555995538e-04	9.667099516086e-01	6.161494851462e+00	6.527709586207e-01	3.482237635492e-03	3.814859379626e-06	8.848932580795e-10	9.710061444837e-14
6.420000000000e-01	5.815001540504e-24	2.962262458188e-11	3.883917136239e-04	9.266551343188e-01	6.182906402412e+00	6.789798116337e-01	3.726108519873e-03	4.174727874390e-06	9.858177699957e-10	1.097248572671e-13
6.430000000000e-01	4.398791920836e-24	2.478433842915e-11	3.508236437426e-04	8.878492462799e-01	6.201860729719e+00	7.059847680017e-01	3.985764183087e-03	4.567209214335e-06	1.097962668410e-09	1.239606028358e-13
6.440000000000e-01	3.325126496872e-24	2.072365498954e-11	3.167220079172e-04	8.502751198984e-01	6.218334808620e+00	7.337975095261e-01	4.262130155187e-03	4.995129334329e-06	1.222541699476e-09	1.400096413736e-13
6.450000000000e-01	2.511736594481e-24	1.731771558836e-11	2.857841357935e-04	8.139146379151e-01	6.232308588833e+00	7.624292840608e-01	4.556179465110e-03	5.461546877117e-06	1.360896083631e-09	1.580985239763e-13
6.460000000000e-01	1.895968784410e-24	1.446272335151e-11	2.577320805477e-04	7.787488063783e-01	6.243765035222e+00	7.918908717806e-01	4.868934627225e-03	5.969771255293e-06	1.514507480806e-09	1.784815365107e-13
6.470000000000e-01	1.430142921272e-24	1.207104257337e-11	2.323107624031e-04	7.447578264978e-01	6.252690162404e+00	8.221925509916e-01	5.201469682224e-03	6.523382019297e-06	1.685012228704e-09	2.014440226529e-13
6.480000000000e-01	1.078000264185e-24	1.006873036852e-11	2.092862365088e-04	7.119211652299e-01	6.259073063200e+00	8.533440635421e-01	5.554912291980e-03	7.126249617886e-06	1.874216974357e-09	2.273060960810e-13
6.490000000000e-01	8.119877215152e-25	8.393437618293e-12	1.884440781914e-04	6.802176244582e-01	6.262905930847e+00	8.853545798947e-01	5.930445887855e-03	7.782557642569e-06	2.084115830051e-09	2.564267862960e-13
6.500000000000e-01	6.111829428803e-25	6.992625179202e-12	1.695878788663e-04	6.496254086433e-01	6.264184074910e+00	9.182326639246e-01	6.329311871798e-03	8.496826652846e-06	2.316909196491e-09	2.892086674985e-13
6.510000000000e-01	4.597102178928e-25	5.822049036714e-12	1.525378461693e-04	6.201221908253e-01	6.262905930847e+00	9.519862375120e-01	6.752811869378e-03	9.273939684640e-06	2.575024408888e-09	3.261030254360e-13
6.520000000000e-01	3.455319863341e-25	4.844474731300e-12	1.371295021444e-04	5.916851768741e-01	6.259073063200e+00	9.866225449984e-01	7.202310033730e-03	1.011916955020e-05	2.861138375563e-09	3.676156232140e-13
6.530000000000e-01	2.595275847415e-25	4.028587098740e-12	1.232124735941e-04	5.642911678912e-01	6.252690162404e+00	1.022148117582e+00	7.679235399210e-03	1.103820804387e-05	3.178202393719e-09	4.143131338012e-13
6.540000000000e-01	1.947914819712e-25	3.348066279730e-12	1.106493689646e-04	5.379166206784e-01	6.243765035222e+00	1.058568737725e+00	8.185084283333e-03	1.203719717444e-05	3.529469343376e-09	4.668303144114e-13
6.550000000000e-01	1.460991087933e-25	2.780805173960e-12	9.931473640528e-05	5.125377061986e-01	6.232308588833e+00	1.095889403662e+00	8.721422735401e-03	1.312276255166e-05	3.918523478217e-09	5.258780062031e-13
6.560000000000e-01	1.095005599788e-25	2.308247136158e-12	8.909409789597e-05	4.881303659624e-01	6.218334808620e+00	1.134114294074e+00	9.289889029961e-03	1.430204906132e-05	4.349313051245e-09	5.922520518682e-13
6.570000000000e-01	8.201178828774e-26	1.914825818489e-12	7.988305459082e-05	4.646703662848e-01	6.201860729719e+00	1.173246733036e+00	9.892196203057e-03	1.558275897070e-05	4.826186033989e-09	6.668432337879e-13
6.580000000000e-01	6.138007178819e-26	1.587491726399e-12	7.158645877244e-05	4.421333503667e-01	6.182906402412e+00	1.213289155299e+00	1.053013462896e-02	1.697319261380e-05	5.353929210487e-09	7.506483466098e-13
6.590000000000e-01	4.590602306290e-26	1.315312335416e-12	6.411764804985e-05	4.204948881621e-01	6.161494851462e+00	1.254243072017e+00	1.120557463486e-02	1.848229181361e-05	5.937810951672e-09	8.447825304583e-13
6.600000000000e-01	3.430860954685e-26	1.089134567921e-12	5.739773766572e-05	3.997305240042e-01	6.137652029504e+00	1.296109037003e+00	1.192046915067e-02	2.011968620710e-05	6.583628002137e-09	9.504930046469e-13
6.610000000000e-01	2.562286760959e-26	9.013000976910e-13	5.135496700347e-05	3.798158219682e-01	6.111406764630e+00	1.338886613596e+00	1.267685639099e-02	2.189574264713e-05	7.297756639780e-09	1.069174356856e-12
6.620000000000e-01	1.912244921691e-26	7.454053760100e-13	4.592409660174e-05	3.607264089609e-01	6.082790702299e+00	1.382574342249e+00	1.347686256576e-02	2.382161786435e-05	8.087208599696e-09	1.202385559415e-12
6.630000000000e-01	1.426101603580e-26	6.160994907333e-13	4.104585219290e-05	3.424380155315e-01	6.051838241768e+00	1.427169708929e+00	1.432270461613e-02	2.590931458159e-05	8.959692186962e-09	1.351868902738e-12
6.640000000000e-01	1.062792763274e-26	5.089140085925e-13	3.666641248378e-05	3.249265144068e-01	6.018586467182e+00	1.472669114415e+00	1.521669297155e-02	2.817174128281e-05	9.923679039017e-09	1.519571056291e-12
6.650000000000e-01	7.914762315107e-27	4.201198367814e-13	3.273693758963e-05	3.081679567619e-01	5.983075073552e+00	1.519067844609e+00	1.616123432392e-02	3.062277584878e-05	1.098847703719e-08	1.707666489923e-12
6.660000000000e-01	5.890041223517e-27	3.466068945110e-13	2.921313521770e-05	2.921386062419e-01	5.945346287807e+00	1.566360041942e+00	1.715883441434e-02	3.327733328178e-05	1.216430990891e-08	1.918583513123e-12
6.670000000000e-01	4.380159848267e-27	2.857830276812e-13	2.605486187371e-05	2.768149707585e-01	5.905444785147e+00	1.614538677986e+00	1.821210082752e-02	3.615143775277e-05	1.346240410750e-08	2.155033217110e-12
6.680000000000e-01	3.255013196484e-27	2.354891463673e-13	2.322575653363e-05	2.621738320906e-01	5.863417600925e+00	1.663595527361e+00	1.932374578895e-02	3.926229921507e-05	1.489508360518e-08	2.420041634753e-12
6.690000000000e-01	2.417167330231e-27	1.939280294412e-13	2.069290438437e-05	2.481922733215e-01	5.819314038309e+00	1.713521143038e+00	2.049658895911e-02	4.262839484059e-05	1.647587328773e-08	2.716985466546e-12
6.700000000000e-01	1.793708418191e-27	1.596046353273e-13	1.842652839024e-05	2.348477041549e-01	5.773185571969e+00	1.764304833139e+00	2.173356021914e-02	4.626955554604e-05	1.821961169612e-08	3.049631757436e-12
6.710000000000e-01	1.330111796924e-27	1.312760929136e-13	1.639970658793e-05	2.221178841501e-01	5.725085748052e+00	1.815934639328e+00	2.303770244182e-02	5.020705788913e-05	2.014257392128e-08	3.422181949627e-12
6.720000000000e-01	9.856338553579e-28	1.079098308182e-13	1.458811315113e-05	2.099809439280e-01	5.675070080730e+00	1.868397316885e+00	2.441217424126e-02	5.446372162701e-05	2.226260552464e-08	3.839320780908e-12
6.730000000000e-01	7.298510686225e-28	8.864854407696e-14	1.296978139667e-05	1.984154043970e-01	5.623195945582e+00	1.921678316565e+00	2.586025269477e-02	5.906401324259e-05	2.459926842755e-08	4.306270546922e-12
6.740000000000e-01	5.400625370405e-28	7.278090133585e-14	1.152488702851e-05	1.874001940560e-01	5.569522470106e+00	1.975761768324e+00	2.738533602952e-02	6.403415575723e-05	2.717399978926e-08	4.828851299658e-12
6.750000000000e-01	3.993420331097e-28	5.971706830056e-14	1.023555003254e-05	1.769146644324e-01	5.514110421657e+00	2.030630467012e+00	2.899094626670e-02	6.940224516228e-05	3.001028497558e-08	5.413547613660e-12
6.760000000000e-01	2.950782270840e-28	4.896826923810e-14	9.085653746228e-06	1.669386037153e-01	5.457022093098e+00	2.086265860113e+00	3.068073181521e-02	7.519837381592e-05	3.313384580812e-08	6.067582616625e-12
6.770000000000e-01	2.178815592286e-28	4.012973174791e-14	8.060679730838e-06	1.574522486491e-01	5.398321186469e+00	2.142648037623e+00	3.245847000682e-02	8.145476116597e-05	3.657284537972e-08	6.799000052763e-12
6.780000000000e-01	1.607662760760e-28	3.286646425717e-14	7.147557172357e-06	1.484362947511e-01	5.338072694979e+00	2.199755724141e+00	3.432806956422e-02	8.820589217422e-05	4.035811082318e-08	7.616755226065e-12
6.790000000000e-01	1.185388195114e-28	2.690140366214e-14	6.334525629161e-06	1.398719049206e-01	5.276342783623e+00	2.257566273255e+00	3.629357299314e-02	9.548866383279e-05	4.452337553039e-08	8.530815757272e-12
6.800000000000e-01	8.734084960076e-29	2.200554472178e-14	5.611010031095e-06	1.317407165085e-01	5.213198668724e+00	2.316055664301e+00	3.835915888937e-02	1.033425401782e-04	4.910554243666e-08	9.552273183533e-12
6.810000000000e-01	6.430805799854e-29	1.798972532546e-14	4.967506915703e-06	1.240248469150e-01	5.148708496724e+00	2.375198501553e+00	4.052914415104e-02	1.118097162245e-04	5.414497011126e-08	1.069346653429e-11
