0.000000000000000000e+00 1.000072723746727454e-01
2.999999999999999889e-02 3.899920003878599495e+00
5.999999999999999778e-02 1.139988364200523741e+01
8.999999999999999667e-02 5.239962910889168768e+01
1.200000000000000094e-01 3.839947154077378144e+01
1.499999999999999667e-01 2.589954426452050740e+01
1.799999999999999933e-01 1.919980849413361668e+01
2.099999999999999645e-01 1.829975516338602048e+01
2.399999999999999911e-01 2.339982303888296400e+01
2.700000000000000178e-01 1.659986182488121642e+01
2.999999999999999334e-01 6.399895762629690843e+00
3.299999999999999600e-01 6.399883642005235629e+00
3.599999999999999867e-01 4.099946669252400255e+00
3.900000000000000133e-01 7.299852128381653316e+00
4.199999999999999289e-01 6.599861824881217309e+00
4.499999999999999556e-01 6.899871521380781303e+00
4.799999999999999822e-01 6.899895762629689955e+00
5.100000000000000089e-01 5.899944245127507259e+00
5.399999999999999245e-01 9.099801221758944791e+00
5.699999999999999512e-01 5.800009696499563105e+00
5.999999999999999778e-01 6.799888490255018070e+00
6.300000000000000044e-01 1.479980364588383601e+01
6.599999999999999201e-01 3.109961941239212635e+01
6.899999999999999467e-01 4.579948850964801466e+01
7.199999999999999734e-01 3.939928973140695945e+01
7.500000000000000000e-01 5.139938669640259405e+01
7.799999999999999156e-01 7.099924852128381758e+01
8.099999999999999423e-01 9.269925094540870703e+01
8.399999999999999689e-01 1.581980631242121547e+02
8.699999999999999956e-01 2.349973213419955584e+02
8.999999999999999112e-01 5.264950426645980315e+02
9.299999999999999378e-01 1.041495660816445252e+03
9.599999999999999645e-01 1.827501236303694441e+03
9.899999999999998801e-01 3.221912876951420003e+03
1.020000000000000240e+00 4.003323838844177317e+03
1.050000000000000044e+00 3.719520374769707814e+03
1.080000000000000071e+00 3.760120006302724505e+03
1.110000000000000098e+00 3.300217347037719719e+03
1.139999999999999902e+00 2.801618454862794351e+03
1.170000000000000151e+00 2.396814445360224909e+03
1.199999999999999956e+00 2.216413870842625784e+03
1.230000000000000204e+00 2.112115242897313692e+03
1.260000000000000009e+00 1.855012290313196900e+03
1.290000000000000036e+00 1.652611485503733093e+03
1.320000000000000062e+00 1.495110309803161044e+03
1.349999999999999867e+00 1.293508969262096343e+03
1.380000000000000115e+00 1.291709517114321443e+03
1.409999999999999920e+00 1.177408598370987875e+03
1.440000000000000169e+00 9.728072699505478340e+02
1.469999999999999973e+00 8.255053451953845070e+02
1.500000000000000222e+00 7.817070687481819959e+02
1.530000000000000027e+00 7.049058712304857863e+02
1.560000000000000053e+00 5.534046834092893050e+02
1.590000000000000080e+00 5.211048070396585672e+02
1.619999999999999885e+00 4.316045040240473440e+02
1.650000000000000133e+00 4.044038349655774596e+02
1.679999999999999938e+00 3.881038010278290358e+02
1.710000000000000187e+00 3.078034277125957487e+02
1.739999999999999991e+00 2.809039682924464501e+02
1.770000000000000018e+00 2.778035852807136621e+02
1.800000000000000044e+00 2.503036458838359408e+02
1.829999999999999849e+00 2.131039222340734796e+02
1.860000000000000098e+00 1.898028944051197584e+02
1.889999999999999902e+00 1.481031707553573256e+02
1.920000000000000151e+00 1.672028992533695373e+02
1.949999999999999956e+00 1.228029186463686528e+02
1.979999999999999982e+00 1.083025429070105758e+02
2.009999999999999787e+00 9.710290410161931618e+01
2.039999999999999591e+00 8.410246775913896045e+01
2.069999999999999840e+00 7.220209929215552336e+01
2.100000000000000089e+00 8.040187142441578771e+01
2.129999999999999893e+00 6.350150295743236484e+01
2.159999999999999698e+00 5.510195869291186455e+01
2.189999999999999947e+00 4.700164840492582385e+01
2.219999999999999751e+00 4.950201202365946074e+01
2.249999999999999556e+00 3.660115873169785772e+01
2.279999999999999805e+00 2.960120721419567502e+01
2.310000000000000053e+00 3.470098419470571116e+01
2.339999999999999858e+00 2.480100358770483737e+01
2.369999999999999662e+00 2.120080238533889272e+01
2.399999999999999911e+00 1.730057936584892531e+01
2.429999999999999716e+00 1.420052361097643789e+01
2.459999999999999520e+00 1.810073450984194920e+01
2.489999999999999769e+00 1.380061572772229184e+01
2.520000000000000018e+00 1.830051876272665368e+01
2.549999999999999822e+00 1.890068360321923890e+01
2.579999999999999627e+00 1.450038785998254554e+01
2.609999999999999876e+00 2.020053573160089400e+01
2.639999999999999680e+00 9.300506642102201127e+00
2.669999999999999485e+00 1.490042907010569095e+01
2.699999999999999734e+00 7.800385435857655203e+00
2.729999999999999982e+00 7.000145447493455464e+00
2.759999999999999787e+00 1.080044603897992772e+01
2.789999999999999591e+00 7.400259381363327726e+00
2.819999999999999840e+00 4.600152719868127349e+00
2.850000000000000089e+00 5.800094540870745163e+00
2.879999999999999449e+00 3.700256957238436506e+00
2.909999999999999698e+00 5.100164840492582563e+00
2.939999999999999947e+00 5.500181809366818442e+00
2.969999999999999751e+00 6.400271501987782052e+00
3.000000000000000000e+00 0.000000000000000000e+00
