0.000000000000000000e+00 1.000072723746727454e-01
2.999999999999999889e-02 1.999903035004363394e-01
5.999999999999999778e-02 2.300033937748472646e+00
8.999999999999999667e-02 1.249986667313099886e+01
1.200000000000000094e-01 1.799978182875981858e+01
1.499999999999999667e-01 1.469990545912925484e+01
1.799999999999999933e-01 2.309971637738776451e+01
2.099999999999999645e-01 2.509957092989430905e+01
2.399999999999999911e-01 2.149968486376418042e+01
2.700000000000000178e-01 1.789962910889168768e+01
2.999999999999999334e-01 1.339975031513623627e+01
3.299999999999999600e-01 1.099989091437990751e+01
3.599999999999999867e-01 2.279980364588384134e+01
3.900000000000000133e-01 3.519939639290215894e+01
4.199999999999999289e-01 4.449928488315718056e+01
4.499999999999999556e-01 6.999890914379908224e+01
4.799999999999999822e-01 1.457980097934645585e+02
5.100000000000000089e-01 3.081966086492776071e+02
5.399999999999999245e-01 6.521945723843692804e+02
5.699999999999999512e-01 1.291790894986909734e+03
5.999999999999999778e-01 2.562791355570638643e+03
6.300000000000000044e-01 5.648607425094541213e+03
6.599999999999999201e-01 7.260014823523708401e+03
6.899999999999999467e-01 7.212913046640162975e+03
7.199999999999999734e-01 6.471814505963347074e+03
7.500000000000000000e-01 6.401315427130805801e+03
7.799999999999999156e-01 4.394108443226995405e+03
8.099999999999999423e-01 3.034199772132260478e+03
8.399999999999999689e-01 1.598792446426839888e+03
8.699999999999999956e-01 7.406926815669544339e+02
8.999999999999999112e-01 3.918938960535246565e+02
9.299999999999999378e-01 2.294965213807815303e+02
9.599999999999999645e-01 1.325976801124793951e+02
9.899999999999998801e-01 9.599833947444972182e+01
1.020000000000000240e+00 6.619872975855716390e+01
1.050000000000000044e+00 3.609913458741394265e+01
1.080000000000000071e+00 2.249944245127509035e+01
1.110000000000000098e+00 8.899738194511781941e+00
1.139999999999999902e+00 8.499903035004363616e+00
1.170000000000000151e+00 2.299936972752836262e+00
1.199999999999999956e+00 1.999975758751090682e+00
1.230000000000000204e+00 1.900016968874236767e+00
1.260000000000000009e+00 1.699966062251527354e+00
1.290000000000000036e+00 3.699966062251527354e+00
1.320000000000000062e+00 2.599970910501309351e+00
1.349999999999999867e+00 3.699941821002617370e+00
1.380000000000000115e+00 3.799949093377290588e+00
1.409999999999999920e+00 5.899968486376417687e+00
1.440000000000000169e+00 3.099934548627945041e+00
1.469999999999999973e+00 8.599886066130126849e+00
1.500000000000000222e+00 5.999975758751090460e+00
1.530000000000000027e+00 1.180005817899738219e+01
1.560000000000000053e+00 1.329999757587510878e+01
1.590000000000000080e+00 1.740008969262096628e+01
1.619999999999999885e+00 1.800013332686900114e+01
1.650000000000000133e+00 1.690008969262096272e+01
1.679999999999999938e+00 1.529997333462620013e+01
1.710000000000000187e+00 1.460016484049258167e+01
1.739999999999999991e+00 1.759998303112576323e+01
1.770000000000000018e+00 1.270006302724716463e+01
1.800000000000000044e+00 7.200184233491709662e+00
1.829999999999999849e+00 5.900150295743237017e+00
1.860000000000000098e+00 8.400077571996510173e+00
1.889999999999999902e+00 6.700135750993891470e+00
1.920000000000000151e+00 2.400016968874236323e+00
1.949999999999999956e+00 2.499975758751090460e+00
1.979999999999999982e+00 4.100164840492582563e+00
2.009999999999999787e+00 3.800070299621836067e+00
2.039999999999999591e+00 1.400041210123145419e+00
2.069999999999999840e+00 1.500036361873363644e+00
2.100000000000000089e+00 1.899920003878599717e+00
2.129999999999999893e+00 1.700026665373799872e+00
2.159999999999999698e+00 3.000121206244545480e+00
2.189999999999999947e+00 1.400077571996509285e+00
2.219999999999999751e+00 8.000702996218365115e-01
2.249999999999999556e+00 1.299973334626199684e+00
2.279999999999999805e+00 4.000169688742363783e-01
2.310000000000000053e+00 1.000024241248909096e+00
2.339999999999999858e+00 2.000266653738000389e-01
2.369999999999999662e+00 4.000533307476000777e-01
2.399999999999999911e+00 7.000024241248908874e-01
2.429999999999999716e+00 3.999806070008726788e-01
2.459999999999999520e+00 0.000000000000000000e+00
2.489999999999999769e+00 3.000218171240182086e-01
2.520000000000000018e+00 1.999903035004363394e-01
2.549999999999999822e+00 9.999515175021816971e-02
2.579999999999999627e+00 0.000000000000000000e+00
2.609999999999999876e+00 0.000000000000000000e+00
2.639999999999999680e+00 0.000000000000000000e+00
2.669999999999999485e+00 0.000000000000000000e+00
2.699999999999999734e+00 0.000000000000000000e+00
2.729999999999999982e+00 0.000000000000000000e+00
2.759999999999999787e+00 0.000000000000000000e+00
2.789999999999999591e+00 9.999515175021816971e-02
2.819999999999999840e+00 0.000000000000000000e+00
2.850000000000000089e+00 0.000000000000000000e+00
2.879999999999999449e+00 0.000000000000000000e+00
2.909999999999999698e+00 0.000000000000000000e+00
2.939999999999999947e+00 0.000000000000000000e+00
2.969999999999999751e+00 0.000000000000000000e+00
3.000000000000000000e+00 0.000000000000000000e+00
